Date,Wordle Puzzle,Wordle Answer
"September 18, 2021",91,AUDIT
"September 17, 2021",90,ROUND
"September 16, 2021",89,LOOPY
"September 15, 2021",88,LUSTY
"September 14, 2021",87,GOLEM
"September 13, 2021",86,GONER
"September 12, 2021",85,GREET
"September 11, 2021",84,START
"September 10, 2021",83,LAPEL
"September 09, 2021",82,BIOME
"September 08, 2021",81,PARRY
"September 07, 2021",80,SHRUB
"September 06, 2021",79,FRONT
"September 05, 2021",78,WOOER
"September 04, 2021",77,TOTEM
"September 03, 2021",76,FLICK
"September 02, 2021",75,DELTA
"September 01, 2021",74,BLEED
"August 31, 2021",73,ARGUE
"August 30, 2021",72,SWIRL
"August 29, 2021",71,ERROR
"August 28, 2021",70,AGREE
"August 27, 2021",69,OFFAL
"August 26, 2021",68,FLUME
"August 25, 2021",67,CRASS
"August 24, 2021",66,PANEL
"August 23, 2021",65,STOUT
"August 22, 2021",64,BRIBE
"August 21, 2021",63,DRAIN
"August 20, 2021",62,YEARN
"August 19, 2021",61,PRINT
"August 18, 2021",60,SEEDY
"August 17, 2021",59,IVORY
"August 16, 2021",58,BELLY
"August 15, 2021",57,STAND
"August 14, 2021",56,FIRST
"August 13, 2021",55,FORTH
"August 12, 2021",54,BOOBY
"August 11, 2021",53,FLESH
"August 10, 2021",52,UNMET
"August 09, 2021",51,LINEN
"August 08, 2021",50,MAXIM
"August 07, 2021",49,POUND
"August 06, 2021",48,MIMIC
"August 05, 2021",47,SPIKE
"August 04, 2021",46,CLUCK
"August 03, 2021",45,CRATE
"August 02, 2021",44,DIGIT
"August 01, 2021",43,REPAY
"July 31, 2021",42,SOWER
"July 30, 2021",41,CRAZY
"July 29, 2021",40,ADOBE
"July 28, 2021",39,OUTDO
"July 27, 2021",38,TRAWL
"July 26, 2021",37,WHELP
"July 25, 2021",36,UNFED
"July 24, 2021",35,PAPER
"July 23, 2021",34,STAFF
"July 22, 2021",33,CROAK
"July 21, 2021",32,HELIX
"July 20, 2021",31,FLOSS
"July 19, 2021",30,PRIDE
"July 18, 2021",29,BATTY
"July 17, 2021",28,REACT
"July 16, 2021",27,MARRY
"July 15, 2021",26,ABASE
"July 14, 2021",25,COLON
"July 13, 2021",24,STOOL
"July 12, 2021",23,CRUST
"July 11, 2021",22,FRESH
"July 10, 2021",21,DEATH
"July 09, 2021",20,MAJOR
"July 08, 2021",19,FEIGN
"July 07, 2021",18,ABATE
"July 06, 2021",17,BENCH
"July 05, 2021",16,QUIET
"July 04, 2021",15,GRADE
"July 03, 2021",14,STINK
"July 02, 2021",13,KARMA
"July 01, 2021",12,MODEL
"June 30, 2021",11,DWARF
"June 29, 2021",10,HEATH
"June 28, 2021",9,SERVE
"June 27, 2021",8,NAVAL
"June 26, 2021",7,EVADE
"June 25, 2021",6,FOCAL
"June 24, 2021",5,BLUSH
"June 23, 2021",4,AWAKE
"June 22, 2021",3,HUMPH
"June 21, 2021",2,SISSY
"June 20, 2021",1,REBUT
"June 19, 2021",0,CIGAR
